ClassificationID,SourceInventoryID,TargetName,FullPath,RelativePath,Dimension,ProposedLabel,ConfidenceTier,ConfidenceReason,RequiresReview
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Focus_  Beats (bfc1).streamDeckAction,ELGATO/Open Application - Focus_  Beats (bfc1).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Focus_  Beats (bfc1).streamDeckAction,ELGATO/Open Application - Focus_  Beats (bfc1).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Focus_  Beats (bfc1).streamDeckAction,ELGATO/Open Application - Focus_  Beats (bfc1).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Website - IBKR (6b26).streamDeckAction,ELGATO/Website - IBKR (6b26).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Website - IBKR (6b26).streamDeckAction,ELGATO/Website - IBKR (6b26).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Website - IBKR (6b26).streamDeckAction,ELGATO/Website - IBKR (6b26).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application (42de).streamDeckAction,ELGATO/Open Application (42de).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application (42de).streamDeckAction,ELGATO/Open Application (42de).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application (42de).streamDeckAction,ELGATO/Open Application (42de).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open - PIOS_NETW. (ab8e).streamDeckAction,ELGATO/Open - PIOS_NETW. (ab8e).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open - PIOS_NETW. (ab8e).streamDeckAction,ELGATO/Open - PIOS_NETW. (ab8e).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open - PIOS_NETW. (ab8e).streamDeckAction,ELGATO/Open - PIOS_NETW. (ab8e).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
